,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
351,TFF1,trt_sh,1.099,0.834,1.099,12,10,2,30,
352,FOXF2,trt_sh,1.099,0.576,1.099,15,11,4,27,
353,VGLL4,trt_sh,1.099,-0.628,1.099,24,14,10,42,
354,ATP5H,trt_sh,1.098,-0.752,1.098,10,6,4,27,
355,MMP2,trt_sh,1.098,-0.789,1.098,15,9,6,27,
356,PCCB,trt_sh,1.098,0.599,1.098,33,24,9,61,
357,SLC16A3,trt_sh,1.097,-0.257,1.097,14,9,5,27,
358,THAP11,trt_sh,1.097,0.555,1.097,19,13,6,42,
359,MSH5,trt_sh,1.097,-0.374,1.097,29,19,10,64,
360,SA-1921867,trt_cp,1.097,-0.899,1.097,10,5,5,20,
361,ZNF673,trt_sh,1.096,-0.845,1.096,14,7,7,27,
362,fusaric-acid,trt_cp,1.096,0.182,1.096,12,8,4,19,Dopamine beta hydroxylase inhibitor
363,BRD-K55715339,trt_cp,1.096,0.824,1.096,12,10,2,17,
364,DUSP7,trt_sh,1.096,-0.15,1.096,17,11,6,24,
365,BRD-A22272113,trt_cp,1.096,0.794,1.096,11,9,2,17,
366,BRD-K64754843,trt_cp,1.095,-0.725,1.095,10,4,6,13,
367,felodipine,trt_cp,1.095,0.629,1.095,36,26,10,65,Calcium channel blocker
368,cromoglicic-acid,trt_cp,1.095,-0.764,1.095,22,12,10,57,Immunosuppressant
369,SLC1A4,trt_sh,1.095,0.755,1.095,24,17,7,42,
370,pazufloxacin,trt_cp,1.095,-0.735,1.095,21,12,9,53,Topoisomerase inhibitor
371,merbarone,trt_cp,1.095,0.799,1.095,18,16,2,42,topoisomerase inhibitor
372,RPN2,trt_sh,1.095,0.528,1.095,19,13,6,42,
373,CERK,trt_sh.cgs,1.094,0.888,1.094,11,8,3,13,
374,GPR37,trt_sh,1.094,0.96,1.094,14,13,1,24,
375,BIBR-1532,trt_cp,1.094,0.076,1.094,30,20,10,59,Telomerase inhibitor
376,tebipenem,trt_cp,1.094,-0.692,1.094,20,12,8,42,bacterial cell wall synthesis inhibitor
377,SPHK2,trt_sh,1.094,0.851,1.094,16,13,3,35,
378,ASA-404,trt_cp,1.094,0.832,1.094,19,15,4,42,angiogenesis inhibitor
379,GHRH,trt_lig,1.093,0.852,1.093,11,9,2,19,
380,ACY-1215,trt_cp,1.093,0.756,1.093,67,50,17,156,HDAC inhibitor
381,VGX-1027,trt_cp,1.093,0.092,1.093,24,16,8,42,tumor necrosis factor receptor antagonist
382,BRD-A95504714,trt_cp,1.092,0.731,1.092,11,8,3,28,
383,phenethyl-isothiocyanate,trt_cp,1.092,0.781,1.092,31,22,9,59,Anticancer agent
384,WAY-362450,trt_cp,1.092,0.612,1.092,14,10,4,42,FXR agonist
385,CALM1,trt_sh,1.092,0.735,1.092,21,16,5,38,
386,amsacrine,trt_cp,1.091,0.898,1.091,38,33,5,65,Topoisomerase inhibitor
387,BRD-K87426499,trt_cp,1.091,0.848,1.091,10,7,3,17,Caspase inhibitor
388,AMBP,trt_sh,1.09,0.677,1.09,13,10,3,24,
389,acetazolamide,trt_cp,1.09,0.717,1.09,20,16,4,45,Carbonic anhydrase inhibitor
390,IL24,trt_lig,1.09,0.643,1.09,11,9,2,19,
391,CA2,trt_sh,1.09,-0.883,1.09,14,8,6,33,
392,TAF5L,trt_sh,1.09,0.84,1.09,13,11,2,27,
393,SA-427543,trt_cp,1.09,-0.872,1.09,15,7,8,25,
394,etifenin,trt_cp,1.089,0.502,1.089,13,9,4,23,Compound used in hepatobiliary scans of the liver
395,PIT,trt_cp,1.089,-0.928,1.089,12,6,6,19,Purinergic receptor antagonist
396,homochlorcyclizine,trt_cp,1.089,-0.809,1.089,30,18,12,60,Antihistamine
397,panobinostat,trt_cp,1.089,-0.634,1.089,85,56,29,170,HDAC inhibitor
398,eticlopride,trt_cp,1.089,-0.15,1.089,11,7,4,19,Dopamine receptor antagonist
399,MLL3,trt_sh,1.088,-0.763,1.088,16,9,7,32,
400,trifluridine,trt_cp,1.088,-0.68,1.088,24,15,9,52,DNA directed DNA polymerase inhibitor|Thymidylate synthase inhibitor
401,TRIM29,trt_sh,1.088,-0.618,1.088,15,9,6,27,
402,KU-C104123,trt_cp,1.088,-0.614,1.088,10,6,4,13,
403,AAGAGGA,trt_sh.css,1.087,0.666,1.087,11,8,3,14,
404,TIC10,trt_cp,1.087,-0.642,1.087,15,9,6,42,"AKT inhibitor, TRAIL modulator"
405,TXNL4B,trt_sh,1.087,0.568,1.087,24,17,7,41,
406,ALX-5407,trt_cp,1.087,-0.307,1.087,29,19,10,57,Glycine transporter inhibitor
407,EXOSC8,trt_sh,1.087,0.192,1.087,15,10,5,27,
408,cladribine,trt_cp,1.087,0.63,1.087,37,27,10,70,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
409,ADH5,trt_sh,1.087,-0.869,1.087,29,16,13,60,
410,RFC5,trt_sh,1.086,-0.556,1.086,25,16,9,39,
411,BRD-K65411918,trt_cp,1.086,0.838,1.086,11,8,3,24,
412,DNTTIP2,trt_sh,1.086,0.682,1.086,17,14,3,36,
413,NTS,trt_lig,1.086,0.927,1.086,11,10,1,19,
414,adapalene,trt_cp,1.086,0.548,1.086,26,18,8,48,Retinoid receptor agonist
415,RELB,trt_sh,1.086,0.561,1.086,25,17,8,44,
416,BRD-K27539181,trt_cp,1.086,0.857,1.086,10,7,3,13,
417,PARP1,trt_sh,1.085,-1.001,1.085,15,7,8,33,
418,NDUFA6,trt_sh,1.085,-0.541,1.085,10,6,4,27,
419,PLK4,trt_sh,1.085,-0.175,1.085,14,9,5,37,
420,ATRX,trt_sh,1.085,0.784,1.085,14,10,4,24,
421,MST-312,trt_cp,1.084,0.814,1.084,27,21,6,51,Telomerase inhibitor
422,SA-1460224,trt_cp,1.084,-0.689,1.084,16,9,7,26,
423,KSR2,trt_sh,1.084,0.766,1.084,14,12,2,34,
424,EIF2C1,trt_sh,1.084,-0.959,1.084,18,8,10,27,
425,LRRC16A,trt_sh,1.084,0.868,1.084,24,22,2,42,
426,LEP,trt_lig,1.083,-0.567,1.083,10,6,4,19,
427,farnesylthioacetic-acid,trt_cp,1.082,0.848,1.082,13,10,3,25,Inhibitor of methyl esterification of farnesylated proteins
428,sodium-tanshinone-ii-a-sulfonate,trt_cp,1.082,0.762,1.082,23,16,7,42,
429,hyoscyamine,trt_cp,1.082,0.618,1.082,20,14,6,37,Acetylcholine receptor antagonist
430,DERA,trt_sh,1.082,-0.748,1.082,24,15,9,42,
431,RAB11FIP2,trt_sh,1.082,0.747,1.082,21,15,6,39,
432,LXR-623,trt_cp,1.082,0.795,1.082,23,18,5,42,LXR agonist
433,SH3GL1,trt_sh,1.082,-0.636,1.082,12,7,5,30,
434,acebutolol,trt_cp,1.081,0.64,1.081,26,18,8,56,Adrenergic receptor antagonist
435,SACM1L,trt_sh,1.081,-0.995,1.081,12,7,5,33,
436,DR1,trt_sh,1.081,0.712,1.081,16,13,3,30,
437,SUPV3L1,trt_sh,1.081,-0.752,1.081,24,15,9,43,
438,closantel,trt_cp,1.081,-0.754,1.081,28,18,10,46,Chitinase inhibitor|NFkB pathway inhibitor
439,CAM-9-027-3,trt_cp,1.08,0.473,1.08,28,19,9,71,
440,loxoprofen,trt_cp,1.08,0.777,1.08,25,19,6,53,Cyclooxygenase inhibitor|Prostanoid receptor antagonist
441,atovaquone,trt_cp,1.08,0.628,1.08,31,22,9,61,Mitochondrial electron transport inhibitor
442,entacapone,trt_cp,1.079,-0.266,1.079,11,7,4,15,Catechol O methyltransferase inhibitor
443,alimemazine,trt_cp,1.079,0.565,1.079,10,7,3,19,Histamine receptor agonist
444,lomeguatrib,trt_cp,1.079,-0.187,1.079,23,15,8,42,O6-alkylguanine-DNA alkyltransferase inhibitor
445,mocimycin,trt_cp,1.079,-0.889,1.079,13,7,6,19,Protein synthesis inhibitor
446,DPP4,trt_sh,1.079,-1.062,1.079,19,7,12,27,
447,scriptaid,trt_cp,1.078,0.824,1.078,27,20,7,61,HDAC inhibitor
448,ADI1,trt_sh,1.078,-0.867,1.078,21,10,11,36,
449,betaxolol,trt_cp,1.078,-0.337,1.078,14,9,5,33,Adrenergic receptor antagonist
450,CDKN2B,trt_sh,1.078,0.945,1.078,11,9,2,24,
451,GMPR2,trt_sh,1.078,-0.797,1.078,10,6,4,24,
452,procainamide,trt_cp,1.078,-0.759,1.078,34,22,12,75,Sodium channel blocker
453,ZNF496,trt_sh,1.078,-0.947,1.078,11,6,5,24,
454,GAST,trt_lig,1.077,0.678,1.077,11,8,3,19,
455,CAMK1,trt_xpr,1.077,-0.722,1.077,32,20,12,66,
456,liranaftate,trt_cp,1.077,-0.789,1.077,17,10,7,42,fungal squalene epoxidase inhibitor
457,vismodegib,trt_cp,1.076,-0.775,1.076,19,10,9,42,"hedgehog pathway inhibitor, smoothened receptor antagonist"
458,dicoumarol,trt_cp,1.076,-0.694,1.076,23,14,9,46,NADPH inhibitor
459,BRD-K09460252,trt_cp,1.076,0.783,1.076,11,8,3,17,
460,CHN1,trt_sh,1.076,0.905,1.076,31,27,4,72,
461,HSF1_H2F2,trt_oe,1.076,0.819,1.076,12,9,3,16,
462,BRD-A68721828,trt_cp,1.076,0.225,1.076,12,8,4,18,
463,EDEM1,trt_sh,1.075,0.537,1.075,19,13,6,37,
464,RBBP4,trt_sh,1.075,0.774,1.075,18,14,4,33,
465,CEACAM1,trt_sh,1.075,-0.665,1.075,17,10,7,27,
466,AP2A1,trt_sh,1.075,0.196,1.075,18,12,6,27,
467,CHMP2A,trt_sh,1.075,-0.705,1.075,42,26,16,91,
468,azelastine,trt_cp,1.075,0.751,1.075,31,23,8,57,Histamine receptor antagonist
469,NISCH,trt_sh,1.075,-0.72,1.075,22,13,9,42,
470,DHX16,trt_sh,1.075,0.64,1.075,16,11,5,33,
471,INTS3,trt_sh,1.075,0.729,1.075,23,18,5,36,
472,KIAA1033,trt_sh,1.075,-0.889,1.075,17,8,9,39,
473,ZNF57,trt_sh,1.074,0.542,1.074,16,11,5,27,
474,ANAPC5,trt_sh,1.073,-0.892,1.073,13,6,7,27,
475,ZNF519,trt_sh,1.073,0.621,1.073,11,8,3,24,
476,cilengitide,trt_cp,1.073,0.793,1.073,14,10,4,42,integrin antagonist
477,GW-6471,trt_cp,1.073,0.844,1.073,13,10,3,27,PPAR receptor antagonist
478,tyrphostin-AG-527,trt_cp,1.073,-0.872,1.073,16,10,6,27,Protein tyrosine kinase inhibitor
479,NAT10,trt_sh,1.072,-0.23,1.072,14,9,5,27,
480,RS-45041-190,trt_cp,1.072,-0.9,1.072,10,6,4,19,Imidazoline receptor agonist
481,UGT2B28,trt_sh,1.072,0.206,1.072,12,8,4,24,
482,DLD,trt_sh,1.072,0.372,1.072,31,21,10,69,
483,mCPP,trt_cp,1.072,-0.678,1.072,24,14,10,42,serotonin receptor agonist
484,BRD-K43069600,trt_cp,1.072,-1.021,1.072,14,7,7,32,
485,IGFBP1,trt_lig,1.072,0.536,1.072,10,7,3,19,
486,coumarin,trt_cp,1.071,0.731,1.071,14,10,4,23,Vitamin K antagonist
487,ZNF785,trt_sh,1.071,0.847,1.071,12,9,3,27,
488,SA-89210,trt_cp,1.071,0.736,1.071,12,9,3,18,
489,PLXNA1,trt_sh,1.071,0.708,1.071,43,32,11,97,
490,ITSN1,trt_sh,1.071,-0.188,1.071,11,7,4,27,
491,lomitapide,trt_cp,1.07,0.626,1.07,19,14,5,42,microsomal trigylceride transfer protein inhibitor
492,ST-019386,trt_cp,1.07,-0.845,1.07,10,5,5,17,
493,TAK-875,trt_cp,1.07,0.698,1.07,16,11,5,42,insulin secretagogue
494,edoxudine,trt_cp,1.07,0.189,1.07,18,12,6,42,DNA directed DNA polymerase inhibitor
495,PD-158780,trt_cp,1.07,-0.633,1.07,10,6,4,15,EGFR inhibitor
496,lerisetron,trt_cp,1.07,0.79,1.07,19,15,4,42,serotonin receptor antagonist
497,FEN1,trt_sh,1.07,0.94,1.07,10,8,2,27,
498,ZNF238,trt_sh,1.07,0.552,1.07,14,10,4,24,
499,CYP1A1,trt_sh,1.07,0.697,1.07,11,9,2,24,
500,topiroxostat,trt_cp,1.07,0.887,1.07,28,22,6,42,xanthine oxidase inhibitor
501,merimepodib,trt_cp,1.069,0.796,1.069,23,18,5,42,inosine monophosphate dehydrogenase inhibitor
502,r(-)-apomorphine,trt_cp,1.069,0.848,1.069,20,17,3,42,
503,medrysone,trt_cp,1.069,-0.844,1.069,56,31,25,95,Glucocorticoid receptor agonist
504,TNFSF13,trt_lig,1.069,0.818,1.069,11,10,1,19,
505,PIPOX,trt_sh,1.069,-0.774,1.069,15,9,6,27,
506,HSPA2,trt_sh,1.069,0.184,1.069,12,8,4,24,
507,VAT1,trt_sh,1.069,-0.818,1.069,24,14,10,42,
508,ETV5,trt_sh,1.069,0.696,1.069,10,7,3,24,
509,mibampator,trt_cp,1.069,0.696,1.069,20,14,6,42,glutamate receptor modulator
510,HNF1B,trt_sh,1.068,0.616,1.068,16,11,5,27,
511,LGR5,trt_sh,1.068,0.8,1.068,15,13,2,24,
512,LY-2183240,trt_cp,1.068,0.63,1.068,37,26,11,90,FAAH inhibitor|FAAH reuptake inhibitor
513,estramustine,trt_cp,1.068,0.639,1.068,20,14,6,42,DNA alkylating agent
514,alisertib,trt_cp,1.068,-0.681,1.068,36,22,14,90,Aurora kinase inhibitor
515,RRM2,trt_sh,1.068,-0.606,1.068,12,7,5,27,
516,MAX,trt_sh,1.068,-0.648,1.068,50,30,20,105,
517,BRD-K21614065,trt_cp,1.068,-0.301,1.068,44,29,15,72,
518,EPDR1,trt_sh,1.067,-0.721,1.067,15,8,7,24,
519,MMP1,trt_sh,1.067,0.615,1.067,12,9,3,24,
520,DHCR24,trt_sh,1.067,0.888,1.067,16,12,4,30,
521,HLA-DRB3,trt_sh,1.067,0.876,1.067,16,11,5,26,
522,NPSR1,trt_sh,1.067,0.152,1.067,15,10,5,24,
523,LGALS8,trt_sh,1.067,0.695,1.067,14,11,3,42,
524,F-1566-0341,trt_cp,1.067,0.839,1.067,16,12,4,34,
525,cyclopamine,trt_cp,1.066,-0.612,1.066,21,13,8,36,Smoothened receptor antagonist
526,linopirdine,trt_cp,1.066,-0.719,1.066,36,21,15,70,Potassium channel blocker
527,FOXA3,trt_oe,1.066,0.725,1.066,10,8,2,18,
528,EPN2,trt_sh,1.066,0.709,1.066,20,16,4,42,
529,ZNF597,trt_sh,1.066,-0.66,1.066,11,6,5,27,
530,BRD-K20032655,trt_cp,1.066,-0.808,1.066,18,10,8,30,
531,ILF3,trt_sh,1.066,-0.634,1.066,15,8,7,27,
532,doxylamine,trt_cp,1.066,-0.617,1.066,19,12,7,37,Histamine receptor antagonist
533,blebbistatin,trt_cp,1.066,-0.658,1.066,31,20,11,59,ATPase inhibitor
534,PNU-120596,trt_cp,1.066,0.797,1.066,12,9,3,19,Acetylcholine receptor agonist
535,ALG9,trt_sh,1.065,-0.78,1.065,16,10,6,33,
536,DRAP1,trt_sh,1.065,-0.686,1.065,17,10,7,36,
537,VKORC1,trt_sh,1.065,0.721,1.065,18,14,4,33,
538,DUSP1,trt_sh,1.065,0.846,1.065,12,10,2,35,
539,BRD-K77508012,trt_cp,1.064,-1.061,1.064,10,5,5,12,
540,PRKAG3,trt_sh,1.064,-0.375,1.064,20,13,7,34,
541,IFNGR2,trt_sh,1.064,-0.662,1.064,13,7,6,27,
542,CLN3,trt_sh,1.064,0.765,1.064,13,10,3,27,
543,PHA-793887,trt_cp,1.064,0.728,1.064,121,88,33,246,CDK inhibitor
544,mecamylamine,trt_cp,1.064,-0.798,1.064,25,14,11,46,Acetylcholine receptor antagonist
545,LGALS2,trt_sh,1.063,-0.323,1.063,14,9,5,27,
546,SLC39A8,trt_sh,1.063,0.775,1.063,23,17,6,33,
547,TTNPB,trt_cp,1.063,0.668,1.063,41,32,9,85,Retinoid receptor agonist
548,mannitol-D,trt_cp,1.063,-0.237,1.063,20,13,7,42,diuretic
549,hydroxyurea,trt_cp,1.063,0.654,1.063,18,13,5,42,ribonucleotide reductase inhibitor
550,BOLA1,trt_sh,1.062,-0.813,1.062,15,7,8,27,
551,SA-1458450,trt_cp,1.062,0.581,1.062,10,7,3,19,
552,PRKCI,trt_sh,1.062,-0.899,1.062,19,10,9,35,
553,refametinib,trt_cp,1.062,0.61,1.062,18,13,5,42,MEK inhibitor
554,IL10,trt_lig,1.062,-0.841,1.062,13,6,7,19,
555,ABCA1,trt_sh,1.062,-0.885,1.062,19,10,9,24,
556,BRD-K78062244,trt_cp,1.062,-0.812,1.062,10,5,5,30,
557,LY-2886721,trt_cp,1.062,-0.284,1.062,26,17,9,42,
558,travoprost,trt_cp,1.062,-0.834,1.062,17,9,8,42,prostanoid receptor agonist
559,alda-1,trt_cp,1.061,-0.688,1.061,35,22,13,59,Aldehyde dehydrogenase activator
560,SOX2,trt_oe,1.061,0.633,1.061,10,7,3,18,
561,CREB3L2,trt_sh,1.061,0.796,1.061,37,30,7,72,
562,KITLG,trt_sh,1.061,0.773,1.061,11,9,2,24,
563,CX-5461,trt_cp,1.061,0.764,1.061,85,67,18,156,RNA polymerase inhibitor
564,phentolamine,trt_cp,1.061,0.685,1.061,42,30,12,75,Adrenergic receptor antagonist
565,BRD-K62748479,trt_cp,1.061,0.825,1.061,11,8,3,17,
566,CGP-7930,trt_cp,1.061,0.705,1.061,10,7,3,19,GABA receptor modulator|GABA receptor positive allosteric modulator
567,IFNB1,trt_sh,1.061,0.853,1.061,15,13,2,27,
568,voreloxin,trt_cp,1.061,0.798,1.061,24,19,5,42,topoisomerase inhibitor
569,AGTR1,trt_sh,1.061,0.263,1.061,12,8,4,24,
570,raltegravir,trt_cp,1.06,0.646,1.06,30,21,9,59,HIV integrase inhibitor
571,SRSF8,trt_sh,1.06,0.683,1.06,17,14,3,39,
572,NFKB2,trt_sh,1.06,0.175,1.06,15,10,5,32,
573,SMS,trt_sh,1.06,-0.502,1.06,13,8,5,24,
574,FLT3,trt_lig,1.06,-0.798,1.06,10,6,4,19,
575,ZNF692,trt_sh,1.06,0.748,1.06,11,9,2,24,
576,AV-412,trt_cp,1.06,0.892,1.06,23,17,6,40,protein tyrosine kinase inhibitor
577,RSPH1,trt_sh,1.06,0.269,1.06,12,8,4,24,
578,doxorubicin,trt_cp,1.06,0.68,1.06,88,68,20,192,Topoisomerase inhibitor
579,ARL4C,trt_sh,1.059,0.205,1.059,18,12,6,36,
580,MED26,trt_sh,1.059,0.314,1.059,12,8,4,27,
581,ZNF169,trt_sh,1.059,0.756,1.059,10,8,2,24,
582,STAT4,trt_sh,1.059,-0.949,1.059,12,6,6,27,
583,doxycycline,trt_cp,1.059,-0.892,1.059,26,14,12,53,Metalloproteinase inhibitor
584,TBXA2R,trt_sh,1.059,-0.809,1.059,37,21,16,75,
585,clobenpropit,trt_cp,1.059,-0.935,1.059,18,10,8,30,Histamine receptor antagonist
586,DDX5,trt_sh,1.059,0.643,1.059,13,9,4,27,
587,HCAR1,trt_sh,1.059,-0.383,1.059,17,11,6,27,
588,naltriben,trt_cp,1.058,-0.297,1.058,11,7,4,19,Opioid receptor antagonist
589,ICAM3,trt_oe,1.058,0.813,1.058,13,10,3,17,
590,AKAP17A,trt_sh,1.058,0.69,1.058,14,10,4,24,
591,pheniramine,trt_cp,1.058,-0.591,1.058,13,8,5,22,Histamine receptor antagonist
592,ORG-9768,trt_cp,1.058,0.835,1.058,13,13,0,42,adrenergic receptor antagonist
593,IFNB1,trt_lig,1.057,1.002,1.057,10,8,2,19,
594,ciclesonide,trt_cp,1.057,0.513,1.057,20,14,6,42,glucocorticoid receptor agonist
595,iguratimod,trt_cp,1.057,0.828,1.057,22,20,2,42,"cyclooxygenase inhibitor, NFkB pathway inhibitor"
596,LIN28B,trt_sh,1.056,-0.839,1.056,47,27,20,80,
597,mitoxantrone,trt_cp,1.056,0.693,1.056,219,159,60,439,Topoisomerase inhibitor
598,BRD-K77014406,trt_cp,1.056,0.791,1.056,14,10,4,30,
599,ATF3,trt_sh,1.056,-0.642,1.056,12,7,5,30,
600,anabasine,trt_cp,1.055,0.719,1.055,12,10,2,19,Acetylcholine receptor agonist
601,BVD-523,trt_cp,1.055,0.754,1.055,18,14,4,42,MAP kinase inhibitor
602,urea,trt_cp,1.055,0.159,1.055,21,14,7,42,hydroxy radical formation stimulant
603,FK-866,trt_cp,1.055,-0.706,1.055,49,29,20,113,Niacinamide phosphoribosyltransferase inhibitor
604,TCTN1,trt_sh,1.055,0.47,1.055,19,13,6,39,
605,selegiline,trt_cp,1.055,-0.664,1.055,29,18,11,68,Monoamine oxidase inhibitor
606,CCDC90A,trt_oe,1.054,-0.765,1.054,14,8,6,17,
607,FGA,trt_sh,1.054,-0.717,1.054,11,6,5,27,
608,ITPR3,trt_sh,1.054,-0.308,1.054,17,11,6,27,
609,PF-562271,trt_cp,1.054,-0.539,1.054,120,79,41,242,Focal adhesion kinase inhibitor
610,GCAT,trt_sh,1.053,0.958,1.053,15,12,3,27,
611,ginkgolide-b,trt_cp,1.053,0.739,1.053,21,17,4,42,
612,BRD-K41668190,trt_cp,1.053,0.635,1.053,14,11,3,18,
613,BRD-K88569143,trt_cp,1.053,-0.754,1.053,11,5,6,17,
614,asiatic-acid,trt_cp,1.053,-1.01,1.053,13,6,7,23,Apoptosis stimulant
615,NEK4,trt_sh,1.053,0.502,1.053,19,13,6,37,
616,dipraglurant,trt_cp,1.053,0.852,1.053,27,23,4,42,glutamate receptor negative allosteric modulator
617,ATP6V0B,trt_sh,1.053,0.039,1.053,36,24,12,76,
618,pyrazinamide,trt_cp,1.052,-0.762,1.052,23,12,11,57,Fatty acid synthase inhibitor
619,SLC16A1,trt_sh,1.052,-0.857,1.052,13,6,7,33,
620,TEAD4,trt_sh,1.052,0.669,1.052,15,13,2,27,
621,AM-251,trt_cp,1.052,-0.858,1.052,14,8,6,32,Cannabinoid receptor antagonist
622,CC-930,trt_cp,1.052,0.834,1.052,18,14,4,41,JNK inhibitor
623,EMF-sumo1-2,trt_cp,1.051,0.55,1.051,10,7,3,18,
624,LYN,trt_oe,1.051,-0.801,1.051,11,5,6,18,
625,FANCF,trt_sh,1.051,-0.789,1.051,14,6,8,33,
626,SEC16A,trt_sh,1.051,-1.016,1.051,11,6,5,22,
627,BACE2,trt_sh,1.051,0.638,1.051,22,16,6,44,
628,irsogladine,trt_cp,1.051,0.669,1.051,45,32,13,76,Phosphodiesterase inhibitor
629,EMF-BCA1-64,trt_cp,1.051,-0.914,1.051,17,8,9,30,Caspase inhibitor
630,mephenytoin,trt_cp,1.051,0.746,1.051,12,9,3,19,Hydantoin antiepileptic
631,BRD-A75471153,trt_cp,1.051,-0.9,1.051,11,5,6,17,
632,TFG,trt_sh,1.051,-1.04,1.051,17,8,9,30,
633,cholic-acid,trt_cp,1.05,0.73,1.05,33,25,8,66,Bile acid
634,SA-103006,trt_cp,1.05,0.703,1.05,15,11,4,29,
635,NEDD4,trt_sh,1.05,-0.223,1.05,14,9,5,24,
636,KLF5,trt_sh,1.05,-0.657,1.05,12,6,6,27,
637,DNAJB12,trt_sh,1.05,0.712,1.05,15,11,4,36,
638,PRKCE,trt_sh,1.05,0.726,1.05,28,20,8,70,
639,pevonedistat,trt_cp,1.05,0.722,1.05,57,41,16,113,Nedd activating enzyme inhibitor
640,EMD-53998,trt_cp,1.05,-0.322,1.05,17,11,6,42,phosphodiesterase inhibitor
641,HSPA8,trt_sh,1.05,-0.688,1.05,19,11,8,35,
642,HcRed,ctl_vector,1.049,0.702,1.049,31,22,9,60,
643,ZM-336372,trt_cp,1.049,0.795,1.049,32,27,5,59,RAF inhibitor
644,PON3,trt_sh,1.049,-0.204,1.049,14,9,5,27,
645,SB-939,trt_cp,1.049,-0.558,1.049,70,46,24,156,HDAC inhibitor
646,ZNF333,trt_sh,1.049,0.714,1.049,15,11,4,24,
647,dalfampridine,trt_cp,1.049,0.656,1.049,16,11,5,42,potassium channel blocker
648,TRIM27,trt_sh,1.049,-0.638,1.049,19,12,7,38,
649,nitrocaramiphen,trt_cp,1.048,-0.565,1.048,12,7,5,23,Cholinergic receptor antagonist
650,NAA50,trt_sh,1.048,-0.763,1.048,16,10,6,33,
651,epicatechin-gallate-(-),trt_cp,1.048,-0.795,1.048,13,7,6,23,Bacterial DNA gyrase inhibitor
652,LAMA3,trt_sh,1.048,-0.878,1.048,33,19,14,61,
653,pinitol,trt_cp,1.048,0.606,1.048,24,17,7,42,gamma secretase inhibitor
654,varespladib,trt_cp,1.047,0.668,1.047,23,16,7,42,secretory phospholipase inhibitor
655,I-BET-762,trt_cp,1.047,0.663,1.047,91,65,26,171,bromodomain inhibitor
656,SMARCA2,trt_sh,1.047,-0.257,1.047,14,9,5,24,
657,IL1B,trt_lig,1.047,0.71,1.047,11,8,3,19,
658,AFP,trt_sh,1.046,-0.997,1.046,11,6,5,24,
659,RPS19,trt_sh,1.046,-0.756,1.046,15,7,8,33,
660,bemegride,trt_cp,1.046,0.581,1.046,39,27,12,65,Chemoreceptor agonist
661,SETD7,trt_sh,1.046,-0.881,1.046,13,8,5,27,
662,PF-03758309,trt_cp,1.046,0.716,1.046,90,67,23,153,p21 activated kinase inhibitor
663,PEPD,trt_sh,1.046,-0.762,1.046,22,12,10,42,
664,ARAP1,trt_sh,1.046,0.556,1.046,14,10,4,26,
665,SN-38,trt_cp,1.046,0.74,1.046,63,47,16,137,Topoisomerase inhibitor
666,gemcitabine,trt_cp,1.046,-0.76,1.046,88,54,34,195,Ribonucleotide reductase inhibitor
667,brinzolamide,trt_cp,1.046,0.833,1.046,10,7,3,22,Carbonic anhydrase inhibitor
668,diclofenamide,trt_cp,1.046,0.14,1.046,12,8,4,23,Carbonic anhydrase inhibitor
669,S-18986,trt_cp,1.046,0.641,1.046,23,16,7,42,
670,BRD-K70974948,trt_cp,1.046,0.717,1.046,10,8,2,17,
671,TINF2,trt_sh,1.046,-0.809,1.046,29,15,14,54,
672,DGCR14,trt_sh,1.045,0.673,1.045,13,10,3,27,
673,SA-424936,trt_cp,1.045,0.749,1.045,12,9,3,25,
674,FAM104A,trt_sh,1.045,0.686,1.045,30,22,8,80,
675,CHGA,trt_lig,1.045,-0.241,1.045,11,7,4,19,
676,NFKBIA,trt_sh,1.045,0.792,1.045,20,17,3,41,
677,MOS,trt_sh,1.045,0.801,1.045,13,11,2,17,
678,CREB3L1,trt_sh,1.045,-0.712,1.045,12,7,5,24,
679,FPGS,trt_sh,1.045,-1.012,1.045,37,19,18,72,
680,SGPL1,trt_sh,1.045,-0.328,1.045,11,7,4,27,
681,SA-1459224,trt_cp,1.044,0.81,1.044,11,9,2,19,
682,CBR3,trt_sh,1.044,0.661,1.044,40,28,12,75,
683,eugenitol,trt_cp,1.044,0.662,1.044,11,8,3,19,Androgen receptor antagonist|Bacterial quorum sensing inhibitor|Chromone|Monoamine oxidase inhibitor
684,PDXP,trt_sh,1.044,0.949,1.044,16,15,1,27,
685,CDK7,trt_sh,1.044,0.738,1.044,18,13,5,38,
686,MYL6,trt_sh,1.044,-0.742,1.044,13,6,7,27,
687,BTS-54505,trt_cp,1.044,0.699,1.044,27,19,8,42,dopamine reuptake inhibitor
688,UBAC2,trt_sh,1.044,0.664,1.044,11,8,3,27,
689,COQ3,trt_sh,1.043,-0.697,1.043,21,13,8,36,
690,ITGAE,trt_sh,1.043,0.544,1.043,32,22,10,72,
691,PCGF6,trt_sh,1.043,-0.808,1.043,14,8,6,24,
692,lorcaserin,trt_cp,1.043,0.737,1.043,27,21,6,42,
693,GS-39783,trt_cp,1.043,0.809,1.043,10,9,1,19,GABA receptor modulator
