,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
352,SIB-1893,trt_cp,1.106,0.871,1.106,18,15,3,35,Glutamate receptor antagonist
353,CHEK2,trt_sh.cgs,1.106,0.681,1.106,10,7,3,13,
354,PROCR,trt_sh,1.106,0.843,1.106,10,10,0,26,
355,CGRRF1,trt_sh,1.106,-0.534,1.106,17,10,7,44,
356,aphidicolin,trt_cp,1.106,0.762,1.106,20,15,5,42,RNA synthesis inhibitor
357,PRKAR2B,trt_sh,1.106,-0.349,1.106,14,9,5,40,
358,PPM1D,trt_sh,1.105,0.675,1.105,12,10,2,33,
359,NFYB,trt_sh,1.104,0.714,1.104,15,11,4,33,
360,SORBS3,trt_sh,1.104,0.822,1.104,11,8,3,33,
361,MLLT6,trt_sh,1.104,0.855,1.104,12,10,2,27,
362,edoxudine,trt_cp,1.104,0.865,1.104,11,9,2,42,DNA directed DNA polymerase inhibitor
363,BRD-K84924563,trt_cp,1.103,0.587,1.103,26,18,8,59,
364,NARFL,trt_sh,1.103,0.887,1.103,15,12,3,43,
365,BNIP3L,trt_sh,1.103,-0.814,1.103,12,7,5,27,
366,CYP20A1,trt_sh,1.103,0.213,1.103,12,8,4,33,
367,lasalocid,trt_cp,1.103,0.697,1.103,27,19,8,76,Bacterial permeability inducer
368,NPDC1,trt_sh,1.103,0.733,1.103,13,10,3,39,
369,DIDO1,trt_sh,1.103,0.896,1.103,38,31,7,98,
370,talazoparib,trt_cp,1.102,0.699,1.102,17,13,4,42,PARP inhibitor
371,TAF12,trt_sh,1.102,0.88,1.102,10,9,1,27,
372,ME2,trt_sh,1.102,0.837,1.102,24,20,4,75,
373,RYK,trt_sh,1.102,0.756,1.102,15,11,4,42,
374,ifosfamide,trt_cp,1.102,0.681,1.102,14,10,4,49,DNA alkylating agent
375,UCN3,trt_lig,1.101,0.781,1.101,10,8,2,19,
376,alvimopan,trt_cp,1.101,-0.704,1.101,13,8,5,42,opioid receptor antagonist
377,RPS5,trt_sh,1.101,0.95,1.101,16,13,3,24,
378,NSC-23766,trt_cp,1.101,-0.697,1.101,27,17,10,74,Ras GTPase inhibitor
379,RAD9A,trt_sh,1.101,0.673,1.101,22,16,6,75,
380,SOAT2,trt_sh,1.1,0.85,1.1,10,9,1,27,
381,BRD-K83493571,trt_cp,1.1,0.873,1.1,17,14,3,48,
382,AMG-517,trt_cp,1.1,0.863,1.1,15,15,0,41,TRPV antagonist
383,RELA,trt_sh,1.1,-0.73,1.1,13,8,5,38,
384,SMNDC1,trt_sh,1.1,-0.801,1.1,10,5,5,33,
385,combretastatin-A-4,trt_cp,1.099,0.766,1.099,14,11,3,42,tubulin polymerization inhibitor
386,SLC25A24,trt_sh,1.099,-0.744,1.099,12,7,5,24,
387,metatinib,trt_cp,1.098,-0.768,1.098,15,9,6,42,Bcr-Abl kinase inhibitor
388,GR-127935,trt_cp,1.098,0.882,1.098,10,8,2,19,Serotonin receptor antagonist
389,QPRT,trt_sh,1.098,0.927,1.098,10,10,0,27,
390,ABCC10,trt_sh,1.098,1.013,1.098,10,9,1,30,
391,HLA-DPA1,trt_sh,1.097,0.911,1.097,10,8,2,27,
392,podophyllotoxin,trt_cp,1.097,0.756,1.097,43,30,13,91,Microtubule inhibitor|Tubulin inhibitor
393,oxetane,trt_cp,1.096,0.848,1.096,23,20,3,96,
394,anisodamine,trt_cp,1.096,0.815,1.096,12,9,3,42,lipid peroxidase inhibitor
395,PFKFB3,trt_sh,1.096,0.851,1.096,10,8,2,36,
396,dexniguldipine,trt_cp,1.096,-0.746,1.096,19,12,7,42,calmodulin antagonist
397,NUP93,trt_sh,1.096,0.85,1.096,13,11,2,27,
398,parthenolide,trt_cp,1.096,0.796,1.096,73,54,19,174,NFkB pathway inhibitor
399,SLC38A1,trt_sh,1.095,-0.932,1.095,10,5,5,27,
400,trovafloxacin,trt_cp,1.095,0.85,1.095,12,10,2,42,bacterial DNA gyrase inhibitor
401,resorcinol,trt_cp,1.095,-0.9,1.095,26,13,13,65,Phosphodiesterase inhibitor
402,SP3,trt_sh,1.094,0.789,1.094,19,17,2,33,
403,HPD,trt_sh,1.094,0.835,1.094,11,9,2,27,
404,XPC,trt_sh,1.093,0.748,1.093,10,8,2,33,
405,NOLC1,trt_sh,1.093,0.924,1.093,16,13,3,43,
406,zaleplon,trt_cp,1.092,-0.531,1.092,18,11,7,46,Benzodiazepine receptor agonist
407,EI-231,trt_cp,1.092,0.924,1.092,10,8,2,18,Casein kinase inhibitor
408,ECI1,trt_sh,1.092,-0.595,1.092,14,8,6,27,
409,TIMP4,trt_sh,1.092,0.836,1.092,12,9,3,24,
410,EZH2,trt_sh,1.091,0.827,1.091,56,43,13,149,
411,KD-023,trt_cp,1.091,-0.919,1.091,22,13,9,42,ACAT inhibitor
412,HMGCR,trt_sh,1.091,0.901,1.091,23,20,3,93,
413,HGF,trt_lig,1.09,0.686,1.09,38,27,11,118,
414,cortisone,trt_cp,1.09,0.652,1.09,14,10,4,48,Glucocorticoid receptor agonist
415,ZFP36L1,trt_sh,1.09,0.813,1.09,11,8,3,29,
416,XMD11-85H,trt_cp,1.09,0.756,1.09,45,38,7,135,
417,BRD-A49581300,trt_cp,1.09,0.246,1.09,12,8,4,17,
418,BRD-K12168891,trt_cp,1.09,-0.601,1.09,10,6,4,30,
419,HSPD1,trt_sh,1.089,1.023,1.089,10,9,1,27,
420,arbutin,trt_cp,1.089,-0.82,1.089,21,11,10,46,Melanin inhibitor
421,etravirine,trt_cp,1.089,-0.883,1.089,14,8,6,42,non-nucleoside reverse transcriptase inhibitor
422,meloxicam,trt_cp,1.089,-0.844,1.089,13,7,6,78,Cyclooxygenase inhibitor
423,HOXB5,trt_sh,1.089,0.808,1.089,10,9,1,27,
424,PD-0325901,trt_cp,1.088,0.767,1.088,267,205,62,761,MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor
425,CO-102862,trt_cp,1.088,-0.671,1.088,23,13,10,61,Sodium channel blocker
426,CASP14,trt_sh,1.088,0.721,1.088,14,10,4,27,
427,KAT2B,trt_sh,1.088,-0.821,1.088,11,6,5,27,
428,CASP7,trt_sh,1.088,0.933,1.088,11,8,3,36,
429,IMPA2,trt_sh,1.088,0.622,1.088,23,16,7,60,
430,PRAF2,trt_sh,1.088,0.918,1.088,21,18,3,43,
431,cefixime,trt_cp,1.087,-0.599,1.087,10,6,4,35,Bacterial cell wall synthesis inhibitor
432,MAP2K6,trt_sh,1.087,0.825,1.087,12,9,3,32,
433,HRAS,trt_sh,1.087,0.811,1.087,36,30,6,116,
434,theophylline,trt_cp,1.087,0.887,1.087,21,18,3,57,Adenosine receptor antagonist
435,COPS7A,trt_sh,1.087,-0.287,1.087,11,7,4,38,
436,TINF2,trt_sh,1.087,-0.782,1.087,18,11,7,54,
437,BRD4,trt_sh,1.086,0.841,1.086,16,12,4,45,
438,XMD-1150,trt_cp,1.086,0.826,1.086,73,59,14,216,Leucine rich repeat kinase inhibitor
439,lucitanib,trt_cp,1.086,0.134,1.086,18,12,6,42,"FGFR inhibitor, VEGFR inhibitor"
440,TRIM29,trt_sh,1.086,0.599,1.086,10,7,3,27,
441,PCI-24781,trt_cp,1.085,0.825,1.085,14,11,3,61,HDAC inhibitor
442,I-BET-762,trt_cp,1.085,0.737,1.085,60,42,18,171,bromodomain inhibitor
443,rebastinib,trt_cp,1.084,-0.789,1.084,45,26,19,132,"Bcr-Abl kinase inhibitor, TIE tyrosine kinase inhibitor, VEGFR inhibitor"
444,NAIP,trt_sh,1.084,-0.336,1.084,14,9,5,27,
445,ornidazole,trt_cp,1.084,-0.789,1.084,28,18,10,78,Antiprotozoal agent
446,CYT-997,trt_cp,1.084,0.875,1.084,42,35,7,100,Tubulin inhibitor
447,ropinirole,trt_cp,1.084,-0.474,1.084,25,16,9,69,Dopamine receptor agonist
448,PDHX,trt_sh,1.084,-0.63,1.084,39,25,14,76,
449,NU-7026,trt_cp,1.083,-0.664,1.083,48,31,17,137,DNA dependent protein kinase inhibitor|MTOR inhibitor|PI3K inhibitor
450,AMDHD2,trt_sh,1.083,0.138,1.083,15,10,5,42,
451,daunorubicin,trt_cp,1.083,-0.688,1.083,39,24,15,171,RNA synthesis inhibitor|Topoisomerase inhibitor
452,AG-490,trt_cp,1.082,0.787,1.082,16,12,4,46,EGFR inhibitor|ErbB2 inhibitor|JAK inhibitor
453,UXT,trt_sh,1.081,-1.056,1.081,18,9,9,42,
454,ATG7,trt_sh,1.081,0.697,1.081,15,11,4,33,
455,GSTP1,trt_sh,1.081,0.776,1.081,10,9,1,33,
456,MAPKAP1,trt_sh,1.08,0.921,1.08,11,8,3,32,
457,MYLK,trt_sh,1.08,-0.748,1.08,16,8,8,37,
458,CSNK1E,trt_sh,1.08,0.628,1.08,59,41,18,140,
459,PIK3CD,trt_sh,1.08,0.847,1.08,12,9,3,41,
460,puromycin,trt_cp,1.079,0.785,1.079,16,12,4,43,Protein synthesis inhibitor
461,SMAD2,trt_sh,1.079,0.728,1.079,29,21,8,94,
462,KIN001-055,trt_cp,1.079,-0.749,1.079,68,42,26,179,EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor
463,FDX1,trt_sh,1.079,0.744,1.079,17,13,4,42,
464,HDAC4,trt_sh,1.079,0.683,1.079,47,33,14,108,
465,IRF5,trt_sh,1.079,0.837,1.079,11,8,3,27,
466,aclidinium,trt_cp,1.078,-0.301,1.078,14,9,5,42,acetylcholine receptor antagonist
467,PC,trt_sh,1.078,0.829,1.078,10,8,2,27,
468,ezetimibe,trt_cp,1.078,-0.887,1.078,12,7,5,34,Cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist
469,MSH6,trt_sh,1.078,-0.765,1.078,26,14,12,72,
470,LMNB2,trt_sh,1.078,-0.051,1.078,45,30,15,139,
471,ACBD3,trt_sh,1.078,0.793,1.078,16,12,4,39,
472,PRPF6,trt_sh,1.078,-0.301,1.078,14,9,5,42,
473,PX-12,trt_cp,1.078,0.034,1.078,36,24,12,97,Thioredoxin inhibitor
474,MGST2,trt_sh,1.078,0.892,1.078,13,11,2,33,
475,SMAD4,trt_sh,1.077,0.678,1.077,39,30,9,102,
476,BRD-K90999434,trt_cp,1.077,0.794,1.077,17,12,5,59,
477,PIM2,trt_sh,1.077,-0.935,1.077,11,6,5,32,
478,ICI-192605,trt_cp,1.077,-0.777,1.077,17,10,7,42,thromboxane receptor antagonist
479,PTPLAD1,trt_sh,1.076,0.68,1.076,13,10,3,36,
480,dolutegravir,trt_cp,1.076,-0.669,1.076,14,8,6,42,HIV integrase inhibitor
481,BAY-11-7082,trt_cp,1.076,0.647,1.076,30,21,9,71,NFkB pathway inhibitor
482,BLM,trt_sh,1.076,1.057,1.076,13,11,2,33,
483,inositol,trt_cp,1.076,0.811,1.076,21,17,4,42,insulin sensitizer
484,brequinar,trt_cp,1.075,0.748,1.075,18,13,5,42,dihydroorotate dehydrogenase inhibitor
485,GFOD2,trt_sh,1.075,0.68,1.075,11,8,3,33,
486,H-9,trt_cp,1.075,0.734,1.075,15,11,4,37,PKA inhibitor
487,mCPP,trt_cp,1.075,-0.686,1.075,23,14,9,42,serotonin receptor agonist
488,MYC,trt_xpr,1.075,0.638,1.075,29,21,8,77,
489,triacsin-c,trt_cp,1.075,-0.737,1.075,17,10,7,59,Adrenergic receptor antagonist
490,KIN001-242,trt_cp,1.075,-0.769,1.075,52,29,23,180,Protein kinase inhibitor
491,SLC39A6,trt_sh,1.074,-0.779,1.074,41,23,18,104,
492,AKAP1,trt_sh,1.073,0.077,1.073,15,10,5,36,
493,SMOX,trt_sh,1.073,0.666,1.073,11,8,3,27,
494,BRD-K59019422,trt_cp,1.073,-0.676,1.073,37,24,13,107,
495,ADAM15,trt_sh,1.073,0.158,1.073,15,10,5,33,
496,TRAFD1,trt_sh,1.073,0.909,1.073,13,11,2,33,
497,ZNF449,trt_sh,1.073,0.963,1.073,10,8,2,27,
498,MSP,trt_lig,1.072,-0.628,1.072,27,17,10,88,
499,amodiaquine,trt_cp,1.072,0.639,1.072,31,22,9,67,Histamine receptor agonist
500,EXOSC4,trt_sh,1.072,0.244,1.072,15,10,5,36,
501,USP47,trt_sh,1.072,0.839,1.072,10,10,0,24,
502,quercetin,trt_cp,1.072,-0.586,1.072,25,16,9,75,Polar auxin transport inhibitor
503,ATF4,trt_sh,1.071,-0.929,1.071,21,12,9,44,
504,CARTPT,trt_lig,1.071,1.013,1.071,10,8,2,19,
505,WY-01-045,trt_cp,1.071,0.742,1.071,31,23,8,101,
506,brivanib,trt_cp,1.071,0.627,1.071,72,49,23,222,FGFR inhibitor|VEGFR inhibitor
507,defactinib,trt_cp,1.071,0.942,1.071,19,14,5,42,focal adhesion kinase inhibitor
508,HSF1,trt_oe,1.07,0.804,1.07,12,11,1,24,
509,CTNS,trt_sh,1.07,-0.897,1.07,17,9,8,36,
510,stavudine,trt_cp,1.07,-0.591,1.07,27,16,11,68,DNA directed DNA polymerase inhibitor|Reverse transcriptase inhibitor
511,CASP2,trt_sh,1.07,0.198,1.07,12,8,4,27,
512,MLEC,trt_sh,1.07,0.875,1.07,10,8,2,26,
513,ZNF572,trt_sh,1.07,-0.24,1.07,11,7,4,27,
514,HMGN4,trt_sh,1.07,0.803,1.07,13,9,4,27,
515,fluoxetine,trt_cp,1.07,-0.701,1.07,31,20,11,80,Selective serotonin reuptake inhibitor (SSRI)
516,SYF2,trt_sh,1.069,0.88,1.069,16,13,3,36,
517,trimipramine,trt_cp,1.069,0.642,1.069,27,19,8,69,Norepinephrine reputake inhibitor|Tricyclic antidepressant
518,KN-93,trt_cp,1.068,-0.371,1.068,14,9,5,34,Calcium/calmodulin dependent protein kinase inhibitor
519,TBXA2R,trt_sh,1.068,0.687,1.068,22,17,5,75,
520,mitoxantrone,trt_cp,1.068,0.668,1.068,110,78,32,439,Topoisomerase inhibitor
521,SLC6A14,trt_sh,1.068,0.705,1.068,13,9,4,27,
522,SMC3,trt_sh,1.068,0.703,1.068,18,13,5,39,
523,SKIV2L,trt_sh,1.068,0.736,1.068,17,14,3,43,
524,ZFP112,trt_sh,1.068,0.844,1.068,12,11,1,24,
525,ZNF791,trt_sh,1.067,-0.801,1.067,11,6,5,27,
526,KLHDC2,trt_sh,1.067,0.915,1.067,13,10,3,39,
527,BCL7B,trt_sh,1.067,-0.77,1.067,12,7,5,39,
528,TERF1,trt_sh,1.067,0.852,1.067,24,20,4,63,
529,MECOM,trt_sh,1.066,-0.579,1.066,31,19,12,80,
530,Ro-4987655,trt_cp,1.066,0.984,1.066,13,12,1,42,MEK inhibitor
531,TMEM154,trt_sh,1.066,0.903,1.066,14,12,2,30,
532,ZFP161,trt_sh,1.066,0.767,1.066,15,13,2,36,
533,tetrindole,trt_cp,1.066,-0.913,1.066,15,8,7,56,Monoamine oxidase inhibitor
534,MTOR,trt_xpr,1.066,-0.671,1.066,29,17,12,77,
535,urapidil,trt_cp,1.066,-0.817,1.066,23,11,12,57,Adrenergic receptor antagonist
536,AS-601245,trt_cp,1.066,0.735,1.066,56,42,14,176,JNK inhibitor
537,honokiol,trt_cp,1.065,-0.98,1.065,23,12,11,53,AKT inhibitor
538,CEP72,trt_sh,1.065,-0.907,1.065,15,7,8,33,
539,BRD-K41087962,trt_cp,1.065,0.026,1.065,30,20,10,59,
540,WFDC2,trt_sh,1.064,0.715,1.064,12,9,3,24,
541,LARS,trt_sh,1.064,0.772,1.064,12,10,2,24,
542,ARPC4,trt_sh,1.064,-0.005,1.064,12,8,4,27,
543,vincristine,trt_cp,1.063,0.758,1.063,29,21,8,60,Tubulin inhibitor
544,spiramide,trt_cp,1.063,0.763,1.063,13,10,3,35,Dopamine receptor antagonist|Serotonin receptor antagonist
545,GABPB1,trt_sh,1.063,0.798,1.063,13,12,1,36,
546,PJ-34,trt_cp,1.063,0.691,1.063,38,27,11,95,PARP inhibitor
547,TNFRSF14,trt_sh,1.062,0.132,1.062,12,8,4,36,
548,clotrimazole,trt_cp,1.062,-0.844,1.062,21,11,10,56,Cytochrome P450 inhibitor|Imidazoline ligand
549,PTPN11,trt_sh,1.061,0.766,1.061,12,11,1,30,
550,HYOU1,trt_sh,1.061,0.661,1.061,11,8,3,35,
551,COT-10b,trt_cp,1.061,-0.374,1.061,26,17,9,93,
552,torasemide,trt_cp,1.06,-0.786,1.06,24,14,10,72,Electrolyte reabsorption inhibitor|Thromboxane receptor antagonist
553,PRMT2,trt_sh,1.06,0.66,1.06,10,8,2,27,
554,homoharringtonine,trt_cp,1.06,-0.622,1.06,49,31,18,113,Protein synthesis inhibitor
555,NFKBIA,trt_sh,1.06,0.616,1.06,16,11,5,41,
556,nimesulide,trt_cp,1.06,0.699,1.06,18,13,5,64,Cyclooxygenase inhibitor
557,AKAP13,trt_sh,1.06,0.637,1.06,10,7,3,33,
558,XMD-1185H,trt_cp,1.06,0.789,1.06,20,15,5,66,
559,fluorometholone,trt_cp,1.06,-0.224,1.06,17,11,6,61,Glucocorticoid receptor agonist
560,RFX5,trt_sh,1.059,-0.776,1.059,20,12,8,36,
561,MDL-73005EF,trt_cp,1.059,-0.859,1.059,25,15,10,68,Serotonin receptor antagonist
562,ERG,trt_sh,1.059,0.762,1.059,56,47,9,212,
563,PARL,trt_sh,1.058,-0.768,1.058,24,15,9,66,
564,SNAI2,trt_sh,1.058,0.153,1.058,18,12,6,35,
565,LAP3,trt_sh,1.058,0.777,1.058,11,9,2,43,
566,HOOK2,trt_sh,1.058,0.885,1.058,12,10,2,33,
567,USP22,trt_sh,1.058,-0.27,1.058,17,11,6,39,
568,IL6ST,trt_sh,1.058,-0.743,1.058,10,6,4,33,
569,deoxycholic-acid,trt_cp,1.058,0.913,1.058,18,15,3,72,G protein coupled receptor agonist|Unidentified pharmacological activity|Biliverdin reductase A activator|G protein-coupled receptor agonist
570,TSKU,trt_sh,1.057,-0.909,1.057,16,7,9,39,
571,SCH-79797,trt_cp,1.057,0.875,1.057,12,12,0,46,Proteasome inhibitor
572,AG-14361,trt_cp,1.057,0.56,1.057,28,19,9,110,PARP inhibitor
573,MRPS16,trt_sh,1.057,-0.164,1.057,14,9,5,43,
574,ASCL4,trt_sh,1.057,-0.659,1.057,10,6,4,24,
575,BRD-K04156788,trt_cp,1.057,0.598,1.057,13,9,4,32,
576,nizofenone,trt_cp,1.057,0.792,1.057,13,9,4,42,ion channel antagonist
577,KUC111774N,trt_cp,1.056,0.735,1.056,29,20,9,101,
578,MAP3K14,trt_sh,1.056,0.883,1.056,10,8,2,43,
579,ZBTB41,trt_sh,1.056,-0.33,1.056,32,21,11,112,
580,epitestosterone,trt_cp,1.055,-0.576,1.055,17,11,6,42,Inactive testosterone analog
581,LY-294002,trt_cp,1.055,0.695,1.055,115,78,37,389,MTOR inhibitor|DNA dependent protein kinase inhibitor|Phosphodiesterase inhibitor|PLK inhibitor
582,budipine,trt_cp,1.055,-0.757,1.055,16,9,7,42,glutamate receptor antagonist
583,suloctidil,trt_cp,1.055,0.695,1.055,17,13,4,44,Adrenergic receptor antagonist
584,CREB1,trt_sh,1.054,-0.648,1.054,37,24,13,107,
585,DTYMK,trt_sh,1.054,-0.269,1.054,14,9,5,34,
586,ABHD2,trt_sh,1.054,0.802,1.054,12,10,2,27,
587,mubritinib,trt_cp,1.054,0.807,1.054,14,12,2,42,protein tyrosine kinase inhibitor
588,STAM2,trt_sh,1.054,0.895,1.054,15,13,2,33,
589,RIPK1,trt_sh,1.054,0.695,1.054,12,9,3,44,
590,mevastatin,trt_cp,1.054,0.101,1.054,18,12,6,40,HMGCR inhibitor
591,dihydroergocristine,trt_cp,1.054,-0.903,1.054,27,14,13,91,Adrenergic receptor antagonist|Prolactin inhibitor
592,levocabastine,trt_cp,1.054,0.534,1.054,31,21,10,65,Histamine receptor antagonist
593,CARD9,trt_sh,1.053,0.792,1.053,17,14,3,38,
594,BRAF,trt_sh,1.053,-0.594,1.053,79,50,29,231,
595,NDUFA9,trt_sh,1.053,0.676,1.053,15,12,3,27,
596,timolol,trt_cp,1.052,0.001,1.052,30,20,10,76,Adrenergic receptor antagonist
597,MLL,trt_sh,1.052,0.865,1.052,16,15,1,38,
598,BATF3,trt_sh,1.052,-0.531,1.052,11,7,4,24,
599,YAP1,trt_sh,1.052,0.108,1.052,21,14,7,41,
600,BRD-K16410418,trt_cp,1.052,-0.78,1.052,16,10,6,54,
601,ROCK2,trt_sh,1.052,-0.239,1.052,26,17,9,43,
602,NSC-95397,trt_cp,1.052,-0.712,1.052,22,13,9,98,CDC inhibitor
603,UBE3B,trt_sh,1.051,0.708,1.051,21,16,5,42,
604,WDR61,trt_sh,1.051,0.907,1.051,13,10,3,43,
605,CIT,trt_sh,1.051,0.765,1.051,12,9,3,29,
606,benzonatate,trt_cp,1.051,0.753,1.051,16,11,5,42,Local anesthetic
607,PSMD9,trt_sh,1.051,0.797,1.051,14,11,3,27,
608,ponatinib,trt_cp,1.051,-0.825,1.051,56,33,23,157,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
609,PLSCR3,trt_sh,1.051,-0.714,1.051,19,12,7,43,
610,CTSL1,trt_sh,1.051,0.736,1.051,28,22,6,87,
611,CLIC4,trt_sh,1.051,-0.386,1.051,14,9,5,39,
612,tesaglitazar,trt_cp,1.05,-0.965,1.05,12,6,6,42,"insulin sensitizer, PPAR receptor agonist"
613,ERCC6L,trt_sh,1.05,0.717,1.05,25,18,7,63,
614,MW-MITF28,trt_cp,1.05,0.662,1.05,10,7,3,26,
615,JOSD1,trt_sh,1.05,-0.366,1.05,20,13,7,36,
616,verteporfin,trt_cp,1.05,-0.702,1.05,11,6,5,33,Photosensitizing agent
617,rufinamide,trt_cp,1.05,0.719,1.05,19,15,4,42,voltage-gated sodium channel blocker
618,ZNF385B,trt_sh,1.049,0.981,1.049,10,9,1,27,
619,WDR67,trt_sh,1.049,0.855,1.049,19,16,3,43,
620,PLOD1,trt_sh,1.049,0.769,1.049,13,12,1,27,
621,LIAS,trt_sh,1.049,0.881,1.049,11,10,1,24,
622,MW-SHH-61,trt_cp,1.049,0.833,1.049,34,24,10,101,
623,BAX,trt_sh,1.049,0.702,1.049,15,11,4,37,
624,quetiapine,trt_cp,1.048,-0.793,1.048,21,11,10,76,Dopamine receptor antagonist|Serotonin receptor antagonist
625,SB-705498,trt_cp,1.048,-1.03,1.048,23,13,10,42,TRPV antagonist
626,TNFSF13B,trt_sh,1.048,0.848,1.048,10,7,3,23,
627,CBR3,trt_sh,1.048,0.095,1.048,33,22,11,75,
628,fidarestat,trt_cp,1.048,0.541,1.048,16,11,5,42,aldose reductase inhibitor
629,NRBP1,trt_sh,1.048,-0.212,1.048,11,7,4,32,
630,mitomycin-c,trt_cp,1.047,-0.665,1.047,28,18,10,76,DNA alkylating drug|DNA inhibitor|DNA alkylating agent|DNA synthesis inhibitor
631,ARNT2,trt_sh,1.047,0.861,1.047,11,9,2,39,
632,LGALS2,trt_sh,1.047,-0.083,1.047,11,7,4,27,
633,etofenamate,trt_cp,1.047,0.71,1.047,26,19,7,46,Cyclooxygenase inhibitor
634,ZNF418,trt_sh,1.046,-0.798,1.046,15,8,7,32,
635,SALL4,trt_sh,1.046,0.641,1.046,10,7,3,27,
636,AZD-7762,trt_cp,1.046,-0.756,1.046,105,65,40,357,CHK inhibitor
637,GPR62,trt_sh,1.046,0.737,1.046,10,8,2,27,
638,EGLN1,trt_sh,1.046,0.746,1.046,18,15,3,35,
639,venetoclax,trt_cp,1.045,0.848,1.045,17,12,5,42,BCL inhibitor
640,SB-431542,trt_cp,1.045,0.603,1.045,10,7,3,25,TGF beta receptor inhibitor
641,JMJD6,trt_sh,1.044,-0.952,1.044,19,12,7,42,
642,FOSL1,trt_sh,1.044,-0.36,1.044,11,7,4,33,
643,RPS19,trt_sh,1.044,0.683,1.044,14,11,3,33,
644,cucurbitacin-i,trt_cp,1.044,-0.861,1.044,51,29,22,124,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
645,DPI-201106,trt_cp,1.044,-0.688,1.044,19,11,8,42,sodium channel activator
646,EMF-BCA1-60,trt_cp,1.043,-0.728,1.043,14,8,6,30,Caspase inhibitor
647,semagacestat,trt_cp,1.043,0.705,1.043,23,16,7,57,gamma secretase inhibitor
648,EGFR,trt_xpr,1.043,-0.845,1.043,29,17,12,77,
649,NQO2,trt_sh,1.043,-0.937,1.043,13,7,6,30,
650,SP110,trt_sh,1.043,0.843,1.043,13,10,3,33,
651,BX-795,trt_cp,1.043,0.584,1.043,73,50,23,173,IKK inhibitor
652,XMD-885,trt_cp,1.042,0.229,1.042,70,47,23,198,Leucine rich repeat kinase inhibitor|MAP kinase inhibitor
653,lomeguatrib,trt_cp,1.042,-0.777,1.042,12,6,6,42,O6-alkylguanine-DNA alkyltransferase inhibitor
654,IKK3-inhibitor-IX,trt_cp,1.042,-0.217,1.042,20,13,7,59,IKK inhibitor
655,ZMIZ1,trt_sh,1.041,0.442,1.041,25,17,8,70,
656,chlorthalidone,trt_cp,1.041,-0.819,1.041,29,18,11,81,Carbonic anhydrase inhibitor
657,JZL-184,trt_cp,1.041,-0.679,1.041,13,8,5,59,Monoacylglucerol lipase inhibitor
658,C19ORF10,trt_sh,1.041,0.156,1.041,12,8,4,33,
659,OSGEP,trt_sh,1.041,-0.272,1.041,11,7,4,27,
660,WRN,trt_sh,1.041,-0.572,1.041,30,19,11,75,
661,bendroflumethiazide,trt_cp,1.04,-0.702,1.04,22,13,9,80,Sodium/potassium/chloride transporter inhibitor
662,lenvatinib,trt_cp,1.04,0.705,1.04,17,12,5,42,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
663,cordycepin,trt_cp,1.04,-0.314,1.04,14,9,5,42,DNA inhibitor
664,RETSAT,trt_sh,1.04,0.923,1.04,10,8,2,27,
665,CCNH,trt_sh,1.04,0.764,1.04,13,10,3,27,
666,FAT1,trt_sh,1.04,0.692,1.04,30,22,8,80,
667,ambroxol,trt_cp,1.04,0.099,1.04,24,16,8,68,Sodium channel blocker
668,DNAJA3,trt_sh,1.04,0.671,1.04,20,14,6,43,
669,S100A11,trt_sh,1.039,0.643,1.039,10,7,3,24,
670,RNF138,trt_sh,1.039,-0.63,1.039,12,7,5,27,
671,GYS1,trt_sh,1.039,-0.641,1.039,29,17,12,67,
672,RAP1GAP,trt_sh,1.039,0.757,1.039,16,13,3,45,
673,CKB,trt_sh,1.039,-0.915,1.039,10,6,4,37,
674,mycophenolic-acid,trt_cp,1.039,-0.408,1.039,32,21,11,89,Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
675,BTRC,trt_sh,1.039,-0.721,1.039,16,10,6,35,
676,NDUFS2,trt_sh,1.039,-0.835,1.039,13,8,5,27,
677,SPTAN1,trt_sh,1.039,-0.502,1.039,10,6,4,27,
678,procarbazine,trt_cp,1.039,-0.927,1.039,13,6,7,34,Monoamine oxidase inhibitor
679,tipifarnib,trt_cp,1.038,0.625,1.038,22,15,7,59,Farnesyltransferase inhibitor
680,YES1,trt_sh,1.038,0.614,1.038,56,39,17,162,
681,ICMT,trt_sh,1.038,0.121,1.038,12,8,4,43,
682,probenecid,trt_cp,1.038,-0.746,1.038,32,19,13,76,Uricosuric blocker
683,MAP7,trt_sh,1.038,0.871,1.038,18,15,3,43,
684,MAP3K8,trt_sh,1.038,-0.777,1.038,16,8,8,52,
685,POLR2F,trt_sh,1.037,0.907,1.037,14,14,0,27,
686,BVD-523,trt_cp,1.037,-0.725,1.037,16,10,6,42,MAP kinase inhibitor
687,tacrine,trt_cp,1.037,-0.793,1.037,23,14,9,64,Acetylcholinesterase inhibitor
