,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
346,VE-821,trt_cp,1.153,0.819,1.153,62,47,15,114,ATR kinase inhibitor
347,SPHK2,trt_sh,1.153,0.611,1.153,19,13,6,35,
348,HTATSF1,trt_sh,1.152,0.938,1.152,19,18,1,39,
349,fexaramine,trt_cp,1.152,0.768,1.152,10,8,2,19,FXR agonist
350,BUB1,trt_sh,1.151,-0.795,1.151,20,12,8,37,
351,IP6K2,trt_sh,1.151,-0.153,1.151,20,13,7,36,
352,ST-4029655,trt_cp,1.151,0.128,1.151,12,8,4,17,
353,RDX,trt_sh,1.15,-0.098,1.15,17,11,6,27,
354,RFX6,trt_sh,1.15,-0.891,1.15,11,6,5,24,
355,decafluorobutane,trt_cp,1.149,-0.646,1.149,13,8,5,19,Contrast agent
356,BRD-K72451865,trt_cp,1.149,1.049,1.149,10,9,1,17,
357,torin-1,trt_cp,1.149,0.856,1.149,125,103,22,252,MTOR inhibitor|PI3K inhibitor
358,aminomethyltransferase,trt_cp,1.148,0.742,1.148,10,8,2,19,Nitric oxide synthase inhibitor
359,FGF20,trt_lig,1.148,0.572,1.148,13,9,4,19,
360,COX6C,trt_sh,1.148,0.569,1.148,19,15,4,27,
361,RSU1,trt_sh,1.147,0.591,1.147,28,19,9,44,
362,ALW-II-38-3,trt_cp,1.146,0.671,1.146,102,74,28,179,Ephrin inhibitor
363,NPC-15199,trt_cp,1.146,-0.703,1.146,10,6,4,19,ICAM1 antagonist|ICAM 1 antagonist
364,SHANK3,trt_sh,1.146,0.646,1.146,10,7,3,18,
365,ELK3,trt_sh,1.145,0.761,1.145,13,9,4,24,
366,L-692585,trt_cp,1.145,0.788,1.145,10,7,3,19,Growth hormone releasing peptide ligand agonist
367,BRD-K00640357,trt_cp,1.145,0.675,1.145,53,38,15,101,
368,MTR,trt_sh,1.145,-0.765,1.145,19,10,9,27,
369,SMARCA4,trt_sh,1.144,0.581,1.144,45,31,14,78,
370,SA-85290,trt_cp,1.144,0.797,1.144,10,9,1,12,
371,BRD-K39187410,trt_cp,1.144,0.766,1.144,14,13,1,19,Antiamyloidogenic agent
372,RCHY1,trt_sh,1.144,0.692,1.144,13,9,4,33,
373,L-2167,trt_cp,1.144,0.835,1.144,11,8,3,18,PPAR receptor agonist
374,BRD-K64970062,trt_cp,1.144,0.635,1.144,35,26,9,59,
375,Ro-10-5824,trt_cp,1.143,-1.037,1.143,10,5,5,19,Dopamine receptor agonist
376,ASF1B,trt_sh,1.143,0.771,1.143,12,9,3,24,
377,CXCR2,trt_sh,1.143,-0.549,1.143,19,12,7,27,
378,EPCAM,trt_sh,1.143,0.624,1.143,13,9,4,24,
379,PLD2,trt_sh,1.143,0.92,1.143,16,13,3,27,
380,USP15,trt_sh,1.143,-0.912,1.143,14,8,6,27,
381,GDC-0068,trt_cp,1.142,0.682,1.142,89,61,28,174,AKT inhibitor
382,salicin,trt_cp,1.142,-0.825,1.142,12,7,5,23,Anti-inflammatory agent
383,HDAC2,trt_sh.cgs,1.142,-0.758,1.142,12,6,6,15,
384,LGR5,trt_sh,1.142,0.911,1.142,12,9,3,24,
385,PIK3CA,trt_sh.cgs,1.142,0.632,1.142,10,7,3,13,
386,SNX17,trt_sh,1.141,0.775,1.141,21,17,4,36,
387,BRD-K65148867,trt_cp,1.141,0.939,1.141,10,7,3,13,
388,noreleagnine,trt_cp,1.141,0.754,1.141,13,10,3,21,Monoamine oxidase inhibitor|Serotonin receptor agonist
389,GDC-0834,trt_cp,1.141,0.746,1.141,24,18,6,42,Bruton's tyrosine kinase (BTK) inhibitor
390,DHX8,trt_sh,1.141,0.87,1.141,17,12,5,39,
391,SH2B3,trt_sh,1.141,0.877,1.141,20,18,2,38,
392,EPO,trt_sh,1.141,0.492,1.141,19,13,6,27,
393,POLG,trt_sh,1.141,0.912,1.141,18,15,3,27,
394,DNA2,trt_sh,1.14,0.64,1.14,34,24,10,56,
395,EMF-sumo1-4,trt_cp,1.14,0.05,1.14,12,8,4,18,
396,CXCL2,trt_sh,1.14,0.752,1.14,15,14,1,33,
397,BRD-K28774715,trt_cp,1.139,0.354,1.139,21,14,7,30,
398,MAGED1,trt_sh,1.139,-0.843,1.139,15,8,7,27,
399,ZBED1,trt_sh,1.139,0.678,1.139,14,10,4,27,
400,PPP2R5B,trt_sh,1.139,0.424,1.139,22,15,7,36,
401,taurocholic-acid,trt_cp,1.139,-0.707,1.139,17,9,8,24,Bile acid
402,EO-1428,trt_cp,1.139,-0.966,1.139,12,6,6,19,P38 MAPK inhibitor
403,DUSP9,trt_sh,1.139,0.78,1.139,14,12,2,24,
404,etamivan,trt_cp,1.139,0.833,1.139,15,11,4,27,Respiratory stimulant
405,SLC1A1,trt_sh,1.139,-0.721,1.139,11,6,5,24,
406,ACADSB,trt_sh,1.138,0.908,1.138,17,14,3,27,
407,BL-050,trt_cp,1.138,-0.534,1.138,13,8,5,24,
408,TLR2,trt_sh,1.137,0.18,1.137,15,10,5,24,
409,SMS,trt_sh,1.137,-0.721,1.137,16,9,7,24,
410,ZNF764,trt_sh,1.137,-0.598,1.137,19,12,7,27,
411,LRRC16A,trt_sh,1.137,-0.312,1.137,20,13,7,42,
412,sitagliptin,trt_cp,1.137,0.834,1.137,33,25,8,59,Dipeptidyl peptidase inhibitor
413,FOXO1,trt_sh,1.137,0.734,1.137,31,22,9,49,
414,ITPKA,trt_sh,1.137,-0.731,1.137,21,13,8,35,
415,UBTF,trt_sh,1.137,0.651,1.137,16,12,4,27,
416,BRD-A95944315,trt_cp,1.137,-0.643,1.137,11,6,5,17,
417,BRD-K67010098,trt_cp,1.137,0.948,1.137,10,7,3,17,
418,PKCbeta-inhibitor,trt_cp,1.137,0.846,1.137,31,28,3,59,PKC inhibitor
419,methylnaltrexone,trt_cp,1.137,0.155,1.137,24,16,8,42,opioid receptor antagonist
420,MIXL1,trt_sh,1.136,0.539,1.136,16,11,5,24,
421,SPRY4,trt_sh,1.136,0.695,1.136,13,10,3,27,
422,SB-271046,trt_cp,1.136,0.626,1.136,15,11,4,42,serotonin receptor antagonist
423,KI-20227,trt_cp,1.136,-0.747,1.136,53,29,24,114,c-Fms inhibitor
424,NFIL3,trt_oe,1.136,0.123,1.136,12,8,4,17,
425,AZ-20,trt_cp,1.135,0.837,1.135,58,44,14,114,
426,OSI-027,trt_cp,1.135,0.846,1.135,132,111,21,219,MTOR inhibitor
427,zacopride,trt_cp,1.135,0.767,1.135,15,11,4,32,Serotonin receptor antagonist
428,LIPC,trt_lig,1.134,0.737,1.134,14,11,3,19,
429,PARK7,trt_sh,1.134,-0.942,1.134,21,12,9,27,
430,KM-03439,trt_cp,1.134,0.798,1.134,11,9,2,17,
431,BRD-K32896438,trt_cp,1.133,-0.677,1.133,14,8,6,25,
432,MEIS2,trt_sh,1.133,0.76,1.133,11,8,3,24,
433,AK2,trt_sh,1.133,-0.873,1.133,15,8,7,29,
434,EMPTY_VECTOR,ctl_vector.cns,1.133,1.034,1.133,10,10,0,17,
435,QX-314,trt_cp,1.133,0.875,1.133,10,8,2,19,Sodium channel blocker
436,RCCD1,trt_sh,1.132,0.637,1.132,20,14,6,27,
437,BRD-K95149906,trt_cp,1.132,-0.975,1.132,15,8,7,28,
438,DFNB31,trt_sh,1.132,0.752,1.132,20,14,6,36,
439,BRD-K83691318,trt_cp,1.132,0.86,1.132,14,12,2,18,
440,TNFRSF18,trt_lig,1.132,0.709,1.132,11,8,3,19,
441,lacitol,trt_cp,1.132,0.806,1.132,17,14,3,42,laxative
442,ZNF266,trt_sh,1.132,0.881,1.132,13,10,3,27,
443,BRD-K51320264,trt_cp,1.132,-0.926,1.132,13,6,7,26,
444,MMP1,trt_sh,1.132,0.959,1.132,17,14,3,24,
445,AGI-5198,trt_cp,1.132,0.654,1.132,23,17,6,42,isocitrate dehydrogenase inhibitor
446,SUB1,trt_sh,1.132,0.91,1.132,23,16,7,27,
447,BRD-K64024097,trt_cp,1.131,0.827,1.131,71,56,15,135,
448,SEW-05685,trt_cp,1.131,0.307,1.131,12,8,4,17,
449,NKIRAS1,trt_sh,1.131,0.793,1.131,21,16,5,27,
450,BAD,trt_sh,1.131,-0.744,1.131,172,106,66,285,
451,NDFIP1,trt_sh,1.13,0.686,1.13,17,12,5,33,
452,PD-198306,trt_cp,1.13,0.765,1.13,10,7,3,19,MAP kinase inhibitor|MEK inhibitor
453,clofibric-acid,trt_cp,1.13,0.569,1.13,29,21,8,69,PPAR receptor agonist
454,CREBBP,trt_sh,1.13,0.906,1.13,23,18,5,41,
455,BRD-K91987625,trt_cp,1.13,0.765,1.13,13,10,3,17,
456,TGX-115,trt_cp,1.13,0.783,1.13,30,22,8,59,PI3K inhibitor
457,PTPN2,trt_sh,1.13,0.157,1.13,15,10,5,30,
458,CCNB1,trt_sh,1.13,0.743,1.13,18,13,5,24,
459,UTMB-00042,trt_cp,1.129,-0.189,1.129,20,13,7,28,
460,BRD-A13914662,trt_cp,1.129,-0.652,1.129,14,8,6,18,
461,CASP10,trt_sh,1.129,-0.695,1.129,15,9,6,26,
462,RS-100329,trt_cp,1.129,0.855,1.129,10,7,3,19,Adrenergic receptor antagonist
463,PPP3CB,trt_sh,1.129,-0.658,1.129,13,6,7,24,
464,tranylcypromine,trt_cp,1.129,0.496,1.129,72,49,23,144,Monoamine oxidase inhibitor
465,FGA,trt_sh,1.129,0.919,1.129,15,12,3,27,
466,LEPRE1,trt_sh,1.129,0.697,1.129,15,11,4,24,
467,ZNF333,trt_sh,1.128,-0.096,1.128,14,9,5,24,
468,BRD-K28892486,trt_cp,1.128,-0.6,1.128,10,5,5,13,
469,TG-100801,trt_cp,1.128,0.944,1.128,20,15,5,42,"SRC inhibitor, VEGFR inhibitor"
470,ZNF296,trt_sh,1.128,-0.79,1.128,15,9,6,26,
471,BRD-K40300908,trt_cp,1.127,0.767,1.127,11,10,1,18,
472,TPI1,trt_oe,1.127,0.877,1.127,10,8,2,17,
473,NUP88,trt_oe,1.127,0.767,1.127,10,7,3,17,
474,BRD-K51745483,trt_cp,1.127,0.809,1.127,12,9,3,15,
475,PNU-74654,trt_cp,1.127,-0.824,1.127,30,18,12,65,Beta-catenin inhibitor
476,HAL,trt_oe,1.127,0.002,1.127,12,8,4,17,
477,KLK6,trt_sh,1.127,0.769,1.127,20,15,5,27,
478,MAST4,trt_sh,1.126,0.675,1.126,54,38,16,95,
479,RS-16566,trt_cp,1.126,0.711,1.126,15,11,4,19,Serotonin receptor antagonist
480,chlortetracycline,trt_cp,1.126,0.946,1.126,10,8,2,18,Protein synthesis inhibitor
481,PRLR,trt_sh,1.125,0.96,1.125,15,12,3,27,
482,lofexidine,trt_cp,1.125,0.129,1.125,24,16,8,59,Adrenergic receptor agonist
483,IL6,trt_sh,1.125,0.822,1.125,17,13,4,33,
484,olomoucine,trt_cp,1.125,-1.065,1.125,10,5,5,19,CDK inhibitor
485,histamine,trt_cp,1.125,0.673,1.125,23,18,5,42,histamine receptor agonist
486,TMCO1,trt_sh,1.125,0.712,1.125,25,20,5,43,
487,SA-1459291,trt_cp,1.125,0.525,1.125,13,9,4,26,
488,S100A1,trt_sh,1.124,-0.282,1.124,14,9,5,24,
489,dideoxyadenosine,trt_cp,1.124,-0.739,1.124,22,14,8,42,nucleoside reverse transcriptase inhibitor
490,MRGPRD,trt_sh,1.124,-0.769,1.124,18,8,10,27,
491,LPHN1,trt_sh,1.123,-0.888,1.123,15,9,6,24,
492,MW-STK33-1C,trt_cp,1.123,-0.581,1.123,34,22,12,53,
493,BRD-K09977233,trt_cp,1.123,0.699,1.123,10,7,3,17,
494,JX-401,trt_cp,1.123,0.71,1.123,16,13,3,25,P38 MAPK inhibitor
495,ITGB4,trt_sh,1.123,0.836,1.123,15,12,3,27,
496,eplerenone,trt_cp,1.123,-0.544,1.123,40,26,14,61,Cytochrome P450 inhibitor
497,LCMT1,trt_sh,1.122,0.829,1.122,20,16,4,27,
498,clofoctol,trt_cp,1.122,0.259,1.122,31,21,10,42,protein synthesis inhibitor
499,FTH1,trt_sh,1.122,-0.284,1.122,17,11,6,27,
500,dobutamine,trt_cp,1.122,-0.842,1.122,13,8,5,22,Adrenergic receptor agonist
501,dosulepin,trt_cp,1.122,0.621,1.122,28,19,9,61,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
502,BRD-K03122949,trt_cp,1.122,0.77,1.122,11,8,3,17,
503,ZNF24,trt_sh,1.121,0.921,1.121,22,18,4,32,
504,GPR151,trt_sh,1.121,0.87,1.121,14,11,3,24,
505,TBP,trt_sh,1.121,0.903,1.121,16,13,3,33,
506,S-206352,trt_cp,1.121,-0.81,1.121,13,7,6,17,
507,MAP3K9,trt_sh,1.12,-1.006,1.12,14,8,6,18,
508,BRD-K18163752,trt_cp,1.12,-0.859,1.12,12,7,5,17,
509,diphenidol,trt_cp,1.12,0.833,1.12,34,26,8,64,Acetylcholine receptor agonist
510,"1,2-dichlorobenzene",trt_cp,1.12,0.757,1.12,11,9,2,19,Hepatotoxicant|Organic compound
511,BRD-K28215800,trt_cp,1.12,-0.838,1.12,11,6,5,13,
512,vernakalant,trt_cp,1.12,-0.568,1.12,27,17,10,42,potassium channel blocker
513,GPR179,trt_sh,1.119,-0.848,1.119,16,8,8,24,
514,ispinesib,trt_cp,1.119,-0.754,1.119,11,6,5,17,Kinesin inhibitor
515,felodipine,trt_cp,1.119,0.875,1.119,38,31,7,65,Calcium channel blocker
516,WYE-354,trt_cp,1.119,0.84,1.119,10,8,2,18,MTOR inhibitor
517,IFNB1,trt_sh,1.119,0.786,1.119,16,13,3,27,
518,FGIN-1-27,trt_cp,1.119,0.734,1.119,34,27,7,74,Inositol monophosphatase inhibitor
519,SRSF8,trt_sh,1.119,0.778,1.119,15,12,3,39,
520,PHF11,trt_sh,1.118,0.848,1.118,10,7,3,27,
521,BRD-K87426499,trt_cp,1.118,0.601,1.118,13,9,4,17,Caspase inhibitor
522,NNT,trt_sh,1.117,0.186,1.117,27,18,9,55,
523,BMS-641988,trt_cp,1.117,-0.692,1.117,31,18,13,59,Androgen receptor antagonist
524,LHX3,trt_sh.cgs,1.117,-0.618,1.117,10,5,5,11,
525,HSPA1A,trt_sh,1.117,-0.666,1.117,20,12,8,27,
526,cianidanol,trt_cp,1.116,0.886,1.116,22,18,4,42,fatty acid synthase inhibitor
527,ARNT2,trt_sh,1.116,-1.107,1.116,24,11,13,39,
528,HMGA1,trt_sh,1.116,0.651,1.116,20,14,6,33,
529,TIMM50,trt_sh,1.116,-0.898,1.116,19,9,10,27,
530,epigallocatechin-gallate-(-),trt_cp,1.116,-0.718,1.116,71,44,27,148,Bacterial DNA gyrase inhibitor
531,BRD-K11072542,trt_cp,1.116,-0.772,1.116,12,7,5,21,
532,GMEB2,trt_sh,1.116,0.737,1.116,19,14,5,33,
533,SGPL1,trt_sh,1.115,-0.712,1.115,19,12,7,27,
534,RS-67506,trt_cp,1.115,0.825,1.115,10,8,2,19,Serotonin receptor partial agonist
535,ZNF576,trt_sh,1.115,0.849,1.115,19,15,4,27,
536,ZK-93423,trt_cp,1.114,0.662,1.114,36,26,10,73,Benzodiazepine receptor agonist
537,SA-432998,trt_cp,1.114,0.727,1.114,13,10,3,21,
538,PITPNA,trt_sh,1.114,-0.183,1.114,11,7,4,24,
539,tyrphostin-51,trt_cp,1.114,-0.763,1.114,10,6,4,18,EGFR inhibitor
540,FABP1,trt_sh,1.114,-1.07,1.114,16,8,8,27,
541,MRGPRX1,trt_sh,1.114,0.709,1.114,15,12,3,24,
542,"ICI-185,282",trt_cp,1.113,-0.741,1.113,25,16,9,41,thromboxane receptor antagonist
543,ZNF607,trt_sh,1.113,-0.815,1.113,15,7,8,27,
544,PT-630,trt_cp,1.113,0.004,1.113,45,30,15,95,Dipeptidyl peptidase inhibitor
545,CFD,trt_sh,1.113,1.017,1.113,14,13,1,27,
546,SSX2,trt_sh,1.113,0.832,1.113,16,14,2,27,
547,PIM3,trt_sh,1.113,-0.949,1.113,16,10,6,30,
548,STIL,trt_sh,1.113,-0.764,1.113,16,8,8,26,
549,triacsin-c,trt_cp,1.112,-0.639,1.112,28,16,12,59,Adrenergic receptor antagonist
550,WASF3,trt_sh,1.112,0.685,1.112,22,15,7,39,
551,BRD-K54294645,trt_cp,1.112,-0.689,1.112,12,6,6,16,
552,RARRES1,trt_sh,1.112,0.775,1.112,17,14,3,27,
553,RNF123,trt_sh,1.112,0.12,1.112,18,12,6,33,
554,OGDH,trt_sh,1.112,-0.903,1.112,12,7,5,24,
555,BRD-K98519396,trt_cp,1.112,0.693,1.112,13,10,3,17,
556,ZBTB5,trt_sh,1.112,0.804,1.112,22,17,5,33,
557,GPR83,trt_sh,1.112,-0.248,1.112,14,9,5,27,
558,AMPD2,trt_sh,1.111,-0.806,1.111,17,10,7,27,
559,AT1-SHH-29,trt_cp,1.111,0.768,1.111,49,34,15,101,
560,PBXIP1,trt_sh,1.111,0.477,1.111,23,16,7,27,
561,BRD-K24014699,trt_cp,1.111,-0.893,1.111,11,6,5,17,
562,cilostazol,trt_cp,1.111,-0.313,1.111,32,21,11,69,Phosphodiesterase inhibitor
563,berberine,trt_cp,1.111,0.803,1.111,21,19,2,42,LDL receptor activator
564,LIPT1,trt_sh,1.111,0.917,1.111,19,17,2,27,
565,TFDP1,trt_sh,1.11,0.111,1.11,21,14,7,33,
566,BRD-K37762845,trt_cp,1.11,1.008,1.11,12,10,2,17,
567,NCL,trt_sh,1.11,-0.397,1.11,16,10,6,24,
568,GAS7,trt_sh,1.11,0.136,1.11,21,14,7,27,
569,EDN2,trt_lig,1.11,0.943,1.11,10,8,2,19,
570,ATP6V0A1,trt_sh,1.109,-0.893,1.109,16,8,8,27,
571,donitriptan,trt_cp,1.109,-0.529,1.109,31,19,12,42,serotonin receptor agonist
572,sulfafurazole,trt_cp,1.109,-0.699,1.109,37,21,16,75,Bacterial antifolate
573,APOE,trt_sh,1.109,-0.873,1.109,18,10,8,27,
574,RNF5,trt_sh,1.109,-0.366,1.109,11,7,4,27,
575,IFIH1,trt_sh,1.109,0.454,1.109,16,11,5,33,
576,pantoprazole,trt_cp,1.108,0.617,1.108,49,36,13,72,ATPase inhibitor
577,FGF23,trt_lig,1.108,0.695,1.108,11,9,2,19,
578,HSBP1,trt_sh,1.108,-0.524,1.108,13,8,5,24,
579,SJ-172550,trt_cp,1.108,-0.772,1.108,25,16,9,59,MDM inhibitor
580,PARP2,trt_sh,1.108,0.752,1.108,173,132,41,286,
581,GRIN3A,trt_sh,1.108,0.695,1.108,16,14,2,24,
582,BRD-K04188046,trt_cp,1.108,-0.669,1.108,17,10,7,30,
583,CAMLG,trt_sh,1.107,0.809,1.107,14,10,4,24,
584,RNASE4,trt_sh,1.107,-0.88,1.107,19,8,11,27,
585,HES5,trt_sh,1.107,0.652,1.107,15,11,4,24,
586,C5,trt_sh,1.107,0.899,1.107,13,10,3,24,
587,BRD-K58547240,trt_cp,1.106,-0.808,1.106,10,5,5,17,
588,SLC25A22,trt_sh,1.106,-0.787,1.106,12,7,5,36,
589,ABCG5,trt_sh,1.106,0.865,1.106,13,10,3,27,
590,IRF2,trt_sh,1.106,-0.639,1.106,16,8,8,27,
591,BRD-K16604360,trt_cp,1.106,0.792,1.106,13,11,2,23,Antiamyloidogenic agent
592,CTLA4,trt_sh,1.106,-0.589,1.106,32,19,13,54,
593,carbetocin,trt_cp,1.106,0.821,1.106,12,9,3,17,Oxytocin receptor agonist
594,butorphanol-(+)-tartrate,trt_cp,1.106,0.84,1.106,26,22,4,42,
595,LAGE3,trt_sh,1.106,-0.716,1.106,28,17,11,42,
596,benzoxiquine,trt_cp,1.105,-0.949,1.105,13,5,8,22,Antiinfective drug
597,GYS1,trt_sh,1.105,-0.709,1.105,42,25,17,67,
598,RAF1,trt_oe,1.105,-0.781,1.105,11,6,5,18,
599,QL-X-138,trt_cp,1.105,0.796,1.105,103,78,25,204,MTOR inhibitor
600,CGK-733,trt_cp,1.105,-0.525,1.105,60,39,21,145,ATM kinase inhibitor|ATR kinase inhibitor
601,STK36,trt_sh,1.105,0.764,1.105,16,11,5,32,
602,anabasine,trt_cp,1.104,0.847,1.104,11,8,3,19,Acetylcholine receptor agonist
603,LRP10,trt_sh,1.104,-0.599,1.104,24,15,9,42,
604,amlexanox,trt_cp,1.104,-0.852,1.104,32,18,14,53,Histamine receptor modulator
605,BRD-K41931739,trt_cp,1.104,-0.576,1.104,14,8,6,17,
606,UGISS-451,trt_cp,1.104,0.687,1.104,11,8,3,17,
607,exifone,trt_cp,1.104,0.957,1.104,10,8,2,21,Nootropic agent
608,YM-298198,trt_cp,1.103,0.738,1.103,24,17,7,40,Glutamate receptor antagonist
609,bitopertin,trt_cp,1.103,-0.736,1.103,23,14,9,42,glycine transporter inhibitor
610,BCL2L11,trt_sh,1.103,-0.831,1.103,16,8,8,32,
611,TRAF4,trt_sh,1.103,0.951,1.103,14,12,2,24,
612,GABBR1,trt_sh,1.103,0.631,1.103,14,10,4,27,
613,BRD-K05562558,trt_cp,1.103,-0.847,1.103,13,7,6,17,
614,cordycepin,trt_cp,1.103,0.635,1.103,20,14,6,42,DNA inhibitor
615,sufentanil,trt_cp,1.103,0.683,1.103,19,14,5,42,
616,tyrphostin-B44,trt_cp,1.102,0.531,1.102,13,9,4,19,EGFR inhibitor
617,PD-173074,trt_cp,1.102,0.086,1.102,124,83,41,250,FGFR inhibitor|VEGFR inhibitor
618,daminozide,trt_cp,1.102,0.632,1.102,56,40,16,114,KDM2A inhibitor
619,NDUFA3,trt_sh,1.102,-0.675,1.102,24,12,12,42,
620,HSF1,trt_sh,1.102,0.721,1.102,16,13,3,27,
621,GNAQ,trt_sh,1.102,0.659,1.102,11,8,3,27,
622,ORM1,trt_sh,1.102,0.59,1.102,19,14,5,27,
623,pibenzimol,trt_cp,1.102,-0.798,1.102,22,12,10,42,DNA inhibitor
624,MAP2K2,trt_sh,1.101,-0.567,1.101,30,19,11,43,
625,TTCAACA,trt_sh.css,1.101,0.782,1.101,10,8,2,12,
626,ACVR1,trt_sh,1.101,-0.171,1.101,14,9,5,32,
627,EXT1,trt_sh,1.101,0.738,1.101,87,61,26,139,
628,BRD-K22630935,trt_cp,1.101,-0.764,1.101,10,5,5,18,
629,AM-251,trt_cp,1.1,-0.831,1.1,20,11,9,32,Cannabinoid receptor antagonist
630,BRD-K66381707,trt_cp,1.1,0.253,1.1,12,8,4,17,
631,VAV3,trt_sh,1.1,0.616,1.1,38,27,11,69,
632,promethazine,trt_cp,1.1,-0.6,1.1,35,22,13,59,Histamine receptor antagonist
633,BRD-K35568648,trt_cp,1.1,-0.797,1.1,10,6,4,17,
634,procyclidine,trt_cp,1.099,-0.673,1.099,11,6,5,15,Acetylcholine receptor antagonist
635,GNRH1,trt_lig,1.099,0.733,1.099,11,8,3,19,
636,AXIN1,trt_sh,1.099,0.798,1.099,26,19,7,45,
637,SHBG,trt_lig,1.099,-0.794,1.099,15,8,7,19,
638,acebutolol,trt_cp,1.099,0.782,1.099,21,16,5,56,Adrenergic receptor antagonist
639,ST-019366,trt_cp,1.099,-0.393,1.099,11,7,4,17,
640,sertaconazole,trt_cp,1.098,0.792,1.098,36,28,8,65,Sterol demethylase inhibitor
641,EFNB2,trt_sh,1.098,0.669,1.098,14,10,4,24,
642,BRD-K27881911,trt_cp,1.098,-0.603,1.098,12,7,5,17,
643,MSX1,trt_sh,1.098,0.278,1.098,21,14,7,33,
644,RNLS,trt_sh,1.098,-0.664,1.098,22,14,8,35,
645,SA-1458189,trt_cp,1.097,-0.528,1.097,11,6,5,15,
646,PTDSS1,trt_sh,1.097,-0.69,1.097,17,10,7,24,
647,ZNF212,trt_sh,1.097,-0.218,1.097,14,9,5,24,
648,EIF4G1,trt_sh,1.097,0.787,1.097,15,11,4,33,
649,ACATTCT,trt_sh.css,1.097,0.858,1.097,10,9,1,12,
650,FR-180204,trt_cp,1.097,0.664,1.097,91,66,25,193,MAP kinase inhibitor
651,SDF2L1,trt_sh,1.097,-1.037,1.097,15,8,7,27,
652,ST-4066738,trt_cp,1.097,0.586,1.097,10,7,3,17,
653,GAL,trt_lig,1.097,-0.907,1.097,12,7,5,19,
654,GABRA5,trt_sh,1.097,-0.665,1.097,17,10,7,27,
655,RRAGD,trt_sh,1.096,0.784,1.096,18,14,4,27,
656,C12ORF51,trt_sh,1.096,-0.821,1.096,41,23,18,72,
657,fenretinide,trt_cp,1.096,0.612,1.096,34,24,10,79,Apoptosis stimulant|Retinoid receptor agonist
658,ZNF595,trt_sh,1.096,0.944,1.096,15,14,1,24,
659,BRD-K63938928,trt_cp,1.096,-0.583,1.096,13,8,5,19,
660,CSF3,trt_sh,1.096,-0.86,1.096,19,9,10,27,
661,API-001,trt_cp,1.096,-0.766,1.096,21,13,8,42,sigma receptor antagonist
662,EMPTY_VECTOR,ctl_vector,1.095,0.732,1.095,1374,1039,335,2340,
663,NS-1619,trt_cp,1.095,-0.891,1.095,16,8,8,23,Calcium channel activator
664,actarit,trt_cp,1.095,0.5,1.095,34,23,11,53,Interleukin receptor agonist
665,BRD-K05542495,trt_cp,1.095,0.678,1.095,10,7,3,17,
666,HSF2,trt_sh,1.095,-0.125,1.095,17,11,6,24,
667,FSHB,trt_lig,1.095,0.65,1.095,10,7,3,19,
668,FER,trt_sh,1.094,-0.685,1.094,22,14,8,36,
669,ZM-323881,trt_cp,1.094,-0.744,1.094,10,5,5,19,VEGFR inhibitor
670,torcetrapib,trt_cp,1.094,-0.544,1.094,18,11,7,42,cholesteryl ester transfer protein inhibitor
671,acifran,trt_cp,1.094,-0.355,1.094,29,19,10,42,cholesterol inhibitor
672,bretazenil,trt_cp,1.094,-0.238,1.094,20,13,7,42,GABA benzodiazepine site receptor partial agonist
673,BRD-K60836534,trt_cp,1.094,-0.75,1.094,10,6,4,12,
674,SNAI3,trt_sh,1.094,0.808,1.094,14,13,1,27,
675,BRD-K76363932,trt_cp,1.094,0.71,1.094,10,8,2,13,
676,CX-5461,trt_cp,1.094,-0.831,1.094,85,53,32,156,RNA polymerase inhibitor
677,voriconazole,trt_cp,1.094,0.624,1.094,40,29,11,75,Cytochrome P450 inhibitor
678,glycitein,trt_cp,1.093,0.767,1.093,23,17,6,42,tumor necrosis factor release inhibitor
679,PRDM1,trt_sh,1.093,0.829,1.093,21,15,6,41,
680,deoxycorticosterone-acetate,trt_cp,1.093,-0.885,1.093,10,4,6,19,Progestogen hormone
681,RXFP1,trt_sh,1.093,0.677,1.093,12,9,3,24,
682,SLC25A4,trt_sh,1.093,0.639,1.093,33,24,9,72,
683,proxyfan,trt_cp,1.093,0.703,1.093,10,8,2,19,Histamine receptor modulator
684,L-689560,trt_cp,1.093,0.479,1.093,19,13,6,38,Glutamate receptor antagonist
685,arctigenin,trt_cp,1.093,-0.299,1.093,17,11,6,31,MEK inhibitor
686,BRD-K81807412,trt_cp,1.092,-0.678,1.092,11,6,5,22,
687,medrysone,trt_cp,1.092,-0.86,1.092,52,30,22,95,Glucocorticoid receptor agonist
688,BGLAP,trt_lig,1.092,-0.87,1.092,11,6,5,19,
689,HCN3,trt_sh,1.092,0.75,1.092,10,8,2,27,
690,memantine,trt_cp,1.092,0.785,1.092,16,13,3,26,Glutamate receptor antagonist
691,etomidate,trt_cp,1.091,-0.916,1.091,42,23,19,76,GABA receptor modulator
692,KIN001-270,trt_cp,1.091,0.518,1.091,71,48,23,132,
693,MOS,trt_sh,1.091,0.986,1.091,10,8,2,17,
694,LBR,trt_sh,1.091,0.635,1.091,27,21,6,42,
695,SB-218795,trt_cp,1.091,0.764,1.091,10,8,2,19,Tachykinin antagonist
